level,word,quiz_sentence
4,inaugural,The <blank> flight had been delayed.
4,inaugural,She had been invited to the <blank> dinner.
4,inaugural,The <blank> meeting had been held in private.
4,inaugural,His <blank> address had set the tone.
4,inaugural,The <blank> event had been sold out.
4,inaugural,She had won the <blank> race.
4,inaugural,The <blank> edition had been a collector's item.
4,inaugurate,She had been chosen to <blank> the new building.
4,inaugurate,The <blank> ceremony had been brief.
4,inaugurate,His <blank> speech had lasted an hour.
4,inaugurate,The <blank> had been scheduled for May.
4,inaugurate,She had <blank> the series with a lecture.
4,inaugurate,The <blank> of the new era had been celebrated.
4,inaugurate,His <blank> had been the first of many.
4,inaugurate,The <blank> had been attended by the great and the good.
4,inaugurate,She had <blank> the policy with a press conference.
4,inaugurate,The <blank> had marked a new beginning.
4,incentive,The <blank> had been financial.
4,incentive,She had offered an <blank> to finish early.
4,incentive,His <blank> had been the bonus scheme.
4,incentive,The <blank> had worked as intended.
4,incentive,She had lacked the <blank> to continue.
4,incentive,The <blank> had been sufficient to attract applicants.
4,incentive,His <blank> had been the promise of promotion.
4,incentive,The <blank> structure had been revised.
4,incentive,She had created a strong <blank> for change.
4,incentive,The <blank> had been removed in the cuts.
4,incessant,The <blank> noise had driven her mad.
4,incessant,She had been subjected to <blank> questioning.
4,incessant,His <blank> chatter had worn her down.
4,incessant,The <blank> rain had lasted a week.
4,incessant,She had made <blank> demands.
4,incessant,The <blank> stream of visitors had exhausted her.
4,incessant,His <blank> complaints had been noted.
4,incessant,The <blank> drumming had kept them awake.
4,incessant,She had endured the <blank> criticism.
4,incessant,The <blank> activity had been relentless.
4,incidental,The <blank> music had been barely audible.
4,incidental,She had considered the cost <blank>.
4,incidental,His <blank> remark had been revealing.
4,incidental,The <blank> damage had been covered by the policy.
4,incidental,She had met him in <blank> circumstances.
4,incidental,The <blank> benefit had been unexpected.
4,incidental,His <blank> role had been minor.
4,incidental,The <blank> expense had been considerable.
4,incidental,She had found the connection <blank>.
4,incidental,The <blank> finding had been significant.
4,incision,The <blank> had been made with care.
4,incision,She had watched the <blank> with fascination.
4,incision,His <blank> had been precise.
4,incision,The <blank> had healed cleanly.
4,incision,She had made a small <blank> in the fabric.
4,incision,The <blank> had been necessary.
4,incision,His <blank> had left a thin scar.
4,incision,The <blank> had been closed with stitches.
4,incision,She had studied the <blank> technique.
4,incision,The <blank> had been the first step.
4,incisive,The <blank> comment had cut through the debate.
4,incisive,She had made an <blank> analysis.
4,incisive,His <blank> mind had been widely admired.
4,incisive,The <blank> question had silenced the room.
4,incisive,She had written with <blank> clarity.
4,incisive,The <blank> critique had been hard to dismiss.
4,incisive,His <blank> wit had been feared.
4,incisive,The <blank> observation had been noted.
4,incisive,She had been <blank> in her summary.
4,incisive,The <blank> style had been characteristic.
4,inclusive,The <blank> approach had been welcomed.
4,inclusive,She had made the event <blank>.
4,inclusive,His <blank> language had been noted.
4,inclusive,The <blank> price had covered everything.
4,inclusive,She had fought for an <blank> society.
4,inclusive,The <blank> policy had been adopted.
4,inclusive,His <blank> gesture had been appreciated.
4,inclusive,The <blank> design had won an award.
4,inclusive,She had ensured the list was <blank>.
4,inclusive,The <blank> nature of the offer had been stressed.
4,incoherent,The <blank> speech had puzzled the audience.
4,incoherent,She had found his argument <blank>.
4,incoherent,His <blank> rambling had gone on for hours.
4,incoherent,The <blank> message had been pieced together.
4,incoherent,She had been <blank> with rage.
4,incoherent,The <blank> policy had been criticised.
4,incoherent,His <blank> account had been dismissed.
4,incoherent,The <blank> narrative had confused the jury.
4,incoherent,She had woken <blank> from the dream.
4,incoherent,The <blank> reply had been ignored.
4,incongruous,The <blank> sight had made her smile.
4,incongruous,She had found the combination <blank>.
4,incongruous,His <blank> appearance had been noted.
4,incongruous,The <blank> remark had broken the tension.
4,incongruous,She had noticed the <blank> detail.
4,incongruous,The <blank> element had been deliberate.
4,incongruous,His <blank> behaviour had been out of character.
4,incongruous,The <blank> note had jarred.
4,incongruous,She had found the setting <blank>.
4,incongruous,The <blank> mix had been striking.
4,inconsequential,The <blank> detail had been overlooked.
4,inconsequential,She had dismissed the point as <blank>.
4,inconsequential,His <blank> remark had been forgotten.
4,inconsequential,The <blank> error had been corrected.
4,inconsequential,She had found the difference <blank>.
4,inconsequential,The <blank> matter had been set aside.
4,inconsequential,His <blank> role had been acknowledged.
4,inconsequential,The <blank> change had been made.
4,inconsequential,She had been troubled by <blank> things.
4,inconsequential,The <blank> nature of the complaint had been noted.
4,inconspicuous,She had tried to remain <blank>.
4,inconspicuous,The <blank> entrance had been at the rear.
4,inconspicuous,His <blank> presence had been noted nonetheless.
4,inconspicuous,The <blank> colour had blended with the wall.
4,inconspicuous,She had chosen an <blank> seat.
4,inconspicuous,The <blank> position had been strategic.
4,inconspicuous,His <blank> manner had been deliberate.
4,inconspicuous,The <blank> building had been easy to miss.
4,inconspicuous,She had made herself <blank> in the corner.
4,inconspicuous,The <blank> marker had been left for the next team.
4,inconvenient,The <blank> timing had forced a change of plan.
4,inconvenient,She had found the hour <blank>.
4,inconvenient,His <blank> arrival had interrupted the meeting.
4,inconvenient,The <blank> truth had to be faced.
4,inconvenient,She had chosen the least <blank> option.
4,inconvenient,The <blank> location had been noted.
4,inconvenient,His <blank> question had been deferred.
4,inconvenient,The <blank> delay had been unavoidable.
4,inconvenient,She had been <blank> to many.
4,inconvenient,The <blank> fact had been acknowledged.
4,incorporate,She had agreed to <blank> his suggestions.
4,incorporate,The <blank> company had been registered.
4,incorporate,His plan had been to <blank> the two departments.
4,incorporate,The <blank> clause had been added.
4,incorporate,She had tried to <blank> the feedback.
4,incorporate,The <blank> design had been approved.
4,incorporate,His <blank> of the idea had been welcome.
4,incorporate,The <blank> version had been the final one.
4,incorporate,She had been asked to <blank> the changes.
4,incorporate,The <blank> had been smooth.
4,incorrigible,The <blank> child had been expelled.
4,incorrigible,She had been told he was <blank>.
4,incorrigible,His <blank> behaviour had tried every teacher.
4,incorrigible,The <blank> optimist had never given up.
4,incorrigible,She had found him <blank> but charming.
4,incorrigible,The <blank> rogue had been loved by many.
4,incorrigible,His <blank> habits had been the subject of jokes.
4,incorrigible,The <blank> offender had been sent to prison.
4,incorrigible,She had given up on the <blank> pupil.
4,incorrigible,The <blank> nature of the problem had been accepted.
4,incredulous,She gave him an <blank> look when he claimed he had seen a ghost.
4,incredulous,The <blank> audience demanded proof of the miracle.
4,incredulous,His <blank> reaction had been captured on camera.
4,incredulous,She had been <blank> at first but the evidence had convinced her.
4,incredulous,The <blank> tone in his voice had been unmistakable.
4,incredulous,His <blank> stare had made her doubt her own story.
4,incredulous,She had raised an <blank> eyebrow at the suggestion.
4,incredulous,The <blank> crowd had booed the speaker from the stage.
4,incredulous,His <blank> laugh had echoed round the room.
4,incredulous,She had remained <blank> until she had seen the document herself.
4,incumbent,The <blank> mayor had lost the election by a narrow margin.
4,incumbent,She felt it was <blank> upon her to speak out.
4,incumbent,The <blank> had held the seat for twenty years.
4,incumbent,It was <blank> on the committee to report by Friday.
4,incumbent,The <blank> government had been returned with a smaller majority.
4,incumbent,She had argued that it was <blank> on the firm to pay compensation.
4,incumbent,The <blank> had defended his record in the debate.
